Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_6	con_0h_7	con_2h_1	con_2h_3	con_2h_4	con_6h_1	con_6h_3	con_6h_4	con_12h_1	con_12h_3	con_12h_4	con_18h_1	con_18h_3	con_18h_4	con_24h_1	con_24h_3	con_24h_4	IKA_0h_5	IKA_0h_6	IKA_0h_7	IKA_2h_1	IKA_2h_3	IKA_2h_4	IKA_6h_1	IKA_6h_3	IKA_6h_4	IKA_12h_1	IKA_12h_3	IKA_12h_4	IKA_18h_1	IKA_18h_3	IKA_18h_4	IKA_24h_1	IKA_24h_3	IKA_24h_4
Q921N6	Q921N6	7	7	7	Probable ATP-dependent RNA helicase DDX27	Ddx27	21.1750430531988	22.2117773831761	22.2750174204013	21.856009698403	20.7911044386566	20.5484883164097	21.8415608001033	22.0725752561686	22.1747302993619	21.5146755337069	23.05563111669	22.7940043871617	22.6355626449707	22.4938596977382	23.7383500202494	20.1192863452869	19.686578405228	19.9059136304945	18.9545757095191	20.4816815052452	22.5458892931809	20.6390796286056	21.544608928601	21.31480368973	22.840944982041	22.1295958269781	20.678074932622	22.7834026664714	22.5902107883091	22.6070310671873	21.0585193524221	19.7023776023175	21.3281684774122	20.3675578335916	18.617075976433	19.6506534698335
Q9EPV8	Q9EPV8	3	3	3	Ubiquitin-like protein 5	Ubl5	22.1907597193364	22.2614775695824	22.9834155950248	21.3207888502257	20.031788376269	21.5584666272787	20.7836016791315	21.1743939478036	19.3699133036657	22.5212256889965	21.7701175171525	23.122791293885	22.4702890145455	22.6619723014612	23.143685698033	19.7550986793968	18.9597309852033	20.2481584198888	23.5996651341135	21.6564288904134	22.4749928722837	22.3957383203666	20.3980630785189	20.9427753047374	20.5855977618453	21.138067022352	20.7313745266794	19.4294785990327	22.7102769967885	18.0033611926825	22.0208346212532	24.2545905783719	23.8994851326452	20.9002674629871	20.7852344566976	21.014833102209
Q80VD1	Q80VD1	6	6	6	Protein FAM98B	Fam98b	22.4599340908016	22.3600611737045	21.6974001933709	20.9514348287245	18.8147861958714	20.0797117096977	20.7924050484334	20.8893540973475	21.0533662936732	21.6883440124282	23.5249513887137	23.5425212433926	22.0234141821448	21.5629937474998	21.5674775136854	18.1845562477762	15.923226474259	13.7794511013578	22.2357842384907	22.4838076373275	22.9983019190977	22.2346927870515	19.0433149894319	20.8045400475976	21.3174697301986	21.3471565659871	21.2786272446672	22.5658888705116	23.6799329604604	22.0646055367885	24.7177670186453	23.7594696646888	23.313021515084	21.1419292192463	19.5975113695082	20.61091666404
P63094;Q6R0H7	P63094;Q6R0H7	3;3	2;2	2;2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas	Gnas	22.4506158459929	22.339983215385	21.2319736389963	21.9845256657188	20.8800358055185	21.7885187299064	19.3315851030036	20.8312799292062	18.2908141345399	23.3377679113643	21.8171565720257	21.9762713547713	22.2723482470986	23.1614110425383	22.1547681834527	18.9370571926384	17.4041436410982	17.4970879432631	20.7872587829547	19.9014267571643	23.3119865621528	21.9165392652812	21.2729260329232	19.7415730459988	21.2675546240777	21.3348238424605	21.7757853090945	23.3042546235488	21.929623056761	20.8763077386059	24.1396668147561	24.4777790643142	23.7862793634388	21.532237499637	21.2927453919505	21.571088854903
Q8C156	Q8C156	6	6	6	Condensin complex subunit 2	Ncaph	21.6981556184663	21.5505792966447	21.1882655358167	18.5604642104254	18.25215556908	20.7739377852091	21.8431738544504	21.5877801278535	19.9820121720465	22.5051389327325	23.3440573164108	23.4847652042528	22.2391196120619	20.8817760525447	22.7563263357924	16.8638009566209	17.116403206933	17.7967617682737	21.8863695150142	21.4614712258718	22.8866650206811	20.3936052234281	20.0182851066607	20.5407744319448	22.3098101519434	22.1304177974932	19.6505840765372	19.7607853467468	23.7297674600556	21.8185678703989	24.5533451288566	23.058689755623	22.8907771166345	19.0258757517679	20.8948992681376	20.246223462996
Q9QXT0	Q9QXT0	3	3	3	Protein canopy homolog 2	Cnpy2	21.7449207621751	22.1399299824914	21.1647050020001	22.6281375834979	22.655832696849	22.061125427367	22.4091121991712	22.0286088801638	22.5848109305287	22.4149530994038	21.914231589741	22.5008288697993	22.1879109960906	21.4533719375614	20.9967066575097	20.6086672444901	21.020496996013	20.453704555976	21.4431258578837	21.7995093963291	21.3330361617002	18.6177603160828	21.3113437768633	21.2322968240499	22.8510085641464	21.8047699785724	22.5011113748034	23.0197863181922	21.2578446994629	22.8875392348041	23.2516550739631	23.0156754301305	22.910002430436	20.7360805587842	21.4441848219057	21.0989303862141
Q80U93	Q80U93	14	14	14	Nuclear pore complex protein Nup214	Nup214	22.8480889975956	22.3059709092469	22.0979054728432	19.0560544369581	20.9618095291283	21.2115730004137	22.4444902975128	22.0256779440336	22.5200710751662	20.3603385251746	22.1802294361023	20.5643067419836	16.3833855822607	19.2179039747182	21.8270620907092	20.14984180191	19.3146265722141	18.8990664499547	22.0089186959839	21.5787192842367	20.9562158413308	20.8653189888959	21.6884528643705	21.6827430464551	22.0739507872256	22.7936566962134	22.2391176063289	20.8935615876455	22.7814613991025	18.9494999406698	22.1724870990692	20.8885334065951	21.4119028537506	20.3737483724456	19.5412151695841	19.9118535919631
Q8CGC6	Q8CGC6	9	9	9	RNA-binding protein 28	Rbm28	23.6731341724416	23.4233615936184	23.1004010763149	14.5309264805253	21.9949997819252	21.4602773053727	21.1616601014958	22.0319278012927	20.6567763119782	19.6763111647551	17.1242538421033	21.7411939111351	16.4987516038614	19.5163091207272	23.4881246362896	21.6836751337477	20.1641861753384	20.3663700452575	22.5370520959048	21.5722260478735	22.6252878023591	15.8872769074637	20.4109112204215	18.5467785648511	22.1672446178951	22.163052302245	22.7102391360711	19.6519134228087	21.7843925955337	22.3678922099198	23.6725831116995	24.335867441396	21.7328594681951	21.3645086856342	21.2414834249035	20.6814238515443
Q8K411	Q8K411	10	10	10	Presequence protease, mitochondrial	Pitrm1	22.2416762695444	22.1055106654377	21.615792128451	20.9015045435971	22.269439446182	22.3339366031456	22.4771352645469	22.4620178291252	21.6437939939528	22.5411913620109	22.5091149198165	22.3521871660494	21.9003562600669	21.5097524922377	23.0642587279158	20.6703182591058	20.3095386833072	20.4591330174139	20.9128358470142	20.5803044720074	20.0551428474152	18.131284989121	21.8513594955062	20.6637961982338	23.2160077642631	22.4588503154923	22.6938075730216	20.1141246100364	20.8712166908633	20.365367435412	23.2077426212262	22.8971698390686	22.918852988101	22.1866645357012	22.1372892661065	21.3292224055533
O55098	O55098	12	12	12	Serine/threonine-protein kinase 10	Stk10	21.1487647304626	22.1666120251279	20.8319033510541	19.457318437035	20.6082619052155	18.6408495513964	21.6655307832986	22.5404818559424	21.0406766045489	21.0200881471266	21.0590426215924	21.2482071530819	21.1520657970363	22.4083163306964	22.7685523640208	20.215999660605	18.4493571085793	18.08103047028	20.4475451564989	24.0220863469504	21.995039687549	20.556567127188	22.2089859263032	21.4211256657831	21.7591007361782	21.3186873484284	23.4177150626849	18.9188858027253	22.6050843211623	19.3637321188271	23.6573545414253	23.8346709482751	23.6853318625921	21.5929802012728	19.0361800005567	20.2416928346139
Q9CPV4	Q9CPV4	8	8	8	Glyoxalase domain-containing protein 4	Glod4	22.3603344694984	19.4029168913449	21.5695676269547	19.1309158454229	19.1213978308176	20.1991245547477	21.5169934061616	19.7223699650476	21.2282400332117	20.042791047858	22.7413706722526	22.9540408368132	22.0472429721222	22.6519482418456	22.0373510863217	19.28045751046	20.5675094225441	20.795124059091	21.8800174464242	23.605829199859	21.3021169953919	20.5486541581804	21.923873103353	20.6483547513449	22.7004904193069	19.444314387998	17.1449625678866	22.7623474548872	21.6078057820583	19.1569791586848	24.3787556920139	22.7866741078621	23.4502675936501	21.4657939237988	21.7220026697643	20.7508207575604
Q9CRD2	Q9CRD2	3	3	3	ER membrane protein complex subunit 2	Emc2	21.8243804873113	22.7769934577081	22.5218615854226	20.3988923843892	20.2982011745986	21.4186317376492	21.2476483727664	21.612551168818	20.6922793151418	20.6524887035411	23.2130443691428	23.5390406748027	22.8459369589796	22.7743542698657	23.6562360512507	18.6928165794196	18.6745164651062	18.8405082867161	22.3289841492635	22.0718866275243	22.5072615877258	22.07021080586	20.7599142861244	20.5935847595988	21.3401930141828	19.8707431171544	21.0249642679647	23.1421048312296	23.0276751341427	21.3078633377903	22.6528296078913	23.889803046128	23.1495334683389	21.9104186373381	20.7389753598172	21.2649155862936
Q3UYV9	Q3UYV9	6	6	6	Nuclear cap-binding protein subunit 1	Ncbp1	21.9546352473861	23.1949370567062	21.8693206734978	18.3666698753791	19.8492687401786	21.9463855173556	21.4085138729999	21.6069876605418	21.2855305474924	21.2783798384209	22.0871139777386	22.077563414999	21.7418515987681	21.3695187353736	22.2407691042646	20.60730027939	19.3575034167564	20.6938415196984	22.9118830489622	23.323326076188	23.1817198312641	21.0341000165282	20.7809769487106	18.6249576623363	22.9166531815588	22.8944371753519	20.8406290233121	22.9723779185912	22.0549102154791	19.8894638781454	21.896849239339	22.7479468819095	22.4747051249536	22.0505820613533	21.3534413234431	21.7430097207409
P25911	P25911	11	10	9	Tyrosine-protein kinase Lyn	Lyn	22.7111326227943	21.5261046312313	22.0438990307343	21.6847949082263	21.0552003053541	21.3843112603891	22.5865962952933	22.6951242829118	22.0986664256193	20.4064326326317	20.9987559552214	23.0983880736977	21.2147198496527	20.1484112956951	22.9464356352886	19.8858869325386	19.8222870514623	20.0452376928714	20.0915392674829	21.8966039894271	21.2974472672649	22.039385022796	21.6221699118828	20.9359838194285	22.4031167007004	21.7978191250389	21.2441022437139	20.474048101701	20.6585772071613	21.0672512506721	20.4318401077359	23.8083868562769	23.9163465392651	22.1691035737518	21.9934603230908	21.8160282081543
Q59J78	Q59J78	5	5	5	Mimitin, mitochondrial	Ndufaf2	20.6245274898236	22.1731713271325	22.4430881970251	19.5068669877407	20.6024977049277	19.8202062951585	20.7198149558027	21.327021372662	18.1866984424949	22.2031899449676	21.0710421996057	21.7913319557178	22.9693020584094	23.2037204853082	23.1151453514867	19.4709095632987	18.9498048316232	19.3401314722249	22.4620827144678	22.3150395596552	21.8622692467242	19.3800459081292	20.3494373226941	19.5002108334237	20.5598982863501	21.2820209241401	20.4621016065435	20.8482585962581	19.9394378289108	20.7071677384728	25.0551253818095	25.4260316987772	22.4656655927027	20.2536829445163	18.6972787641194	20.8374436190832
Q91WM3	Q91WM3	6	6	6	U3 small nucleolar RNA-interacting protein 2	Rrp9	22.435102237831	23.4548019226581	22.7734733613701	22.9537453478788	19.9901894928198	20.7585701147215	20.4453880359139	20.1364308552347	19.4018301145246	22.1170411686259	23.9277357695184	22.2043618776423	22.5406580894075	23.9211246833661	24.0255675642563	17.5856118389226	17.0916873246576	18.1261046521666	21.7954100144555	21.50226466365	20.9902698850563	22.0617951057254	19.7304017336171	20.3228314701846	19.439545850339	21.7053201210207	19.8238898752451	19.8688455094765	20.8480356377431	19.0419424879116	23.1054115890454	23.5055378956794	23.6293645744715	20.6809500441501	18.7198087593669	20.0210720919813
Q9QYI3	Q9QYI3	9	9	9	DnaJ homolog subfamily C member 7	Dnajc7	21.9727716737861	22.4804885715828	22.5100096094874	20.6915848342663	20.2539847060341	19.7098198548888	22.1595281336823	21.6179183845396	18.2896204455377	20.5213630641352	22.4141281530258	21.2749305672598	20.1945625430231	22.9640040097281	23.9266843583008	19.2140431715992	19.2460161010692	19.1347701811158	22.2946488891523	22.6693113139213	21.9964086181601	20.7724988793826	21.2330755747831	20.2994381145634	22.7132517715633	22.4575408578966	21.7151515632543	21.4829457133697	21.3074718180306	21.7459065709908	22.6940737220089	24.2923821641179	24.2736840911542	21.1431071966646	20.9356852935321	21.4498271972059
P46460	P46460	7	7	7	Vesicle-fusing ATPase	Nsf	22.4574700508303	23.1998663094455	22.7127259245372	21.588762115285	21.1435919940817	21.2770521690493	18.770622168055	23.041284724173	23.075654043901	23.0939677699858	23.2847962701409	20.7918334140063	20.0940948796395	22.8953383123735	22.7758770093603	19.0721449379416	18.6512688701688	19.3558961774818	20.7465574196026	22.6419131107666	22.129784848169	15.9936923665485	21.2455819237744	21.0201823912016	21.4614476276744	21.328939998239	21.1322709898727	23.3286311523423	22.2414463042237	21.9495670286359	21.9454105694221	21.5583776658652	21.5928937069241	21.6202115167039	20.2787228247967	20.7519797233343
Q6P5G6	Q6P5G6	1	1	1	UBX domain-containing protein 7	Ubxn7	23.1474729078567	22.359816504077	22.6628344821811	20.8893684325229	19.9506277968089	19.3024195708421	19.8898004152959	18.4937076229801	19.1293280254839	22.6571254338388	21.6524087486304	22.9278260576744	22.4702890145455	21.8860014981279	23.3941830923476	15.1069464054414	12.7355529113567	13.8194283917364	23.1194489903024	21.9597700877662	22.2030629694184	17.4356838050229	17.417466696773	17.2087819890923	20.5218193753527	19.3564603673281	20.5781250712007	20.5801416988257	20.9140636592738	21.0603094674452	25.3703010834746	24.8798868599446	24.1974953216573	18.0876546682055	18.3783885627211	15.9683374072649
Q8VCF0	Q8VCF0	3	3	3	Mitochondrial antiviral-signaling protein	Mavs	22.7247951414524	21.508885223328	22.9493483302663	22.6570357580065	20.5825231669478	19.1439572590232	19.4755248362103	19.0939245044501	19.4888883727511	23.2808532943139	23.9787488084432	24.1894532255162	22.8292683825372	22.6544368854054	23.9438994666204	16.9604150678718	16.9633462664703	17.1061323531631	21.4854978264685	21.2206354150359	23.5379929856436	22.7786677060612	20.790227224669	19.0456596382518	18.7152787013422	19.8689712077345	19.50081759824	22.3523580333844	20.6903097030796	20.9826770963903	23.9859134221126	24.3856243590514	24.0582446505228	18.4869989553205	18.7130331517296	19.7663170939415
Q99LT0	Q99LT0	5	5	5	Protein dpy-30 homolog	Dpy30	21.8654520486124	22.8488392915347	21.3014715166589	22.0780841498197	22.6244427485558	22.3002179400648	23.8737953601082	22.2349281577137	20.9474030780349	23.4377865855182	24.1017267529159	22.5913000601041	21.3695990180099	21.2952851040273	22.3515596290788	19.7131405298396	19.2098961252283	20.8148309963793	21.9682303164649	23.3001984705715	22.7047834095916	20.3591882302009	16.7242335390786	21.6910075464858	21.6412265734602	23.561052151749	22.1491671380401	22.2887435384476	21.2841703885275	21.4663293589399	20.8721319385425	21.6801078069484	21.3247102137754	20.0450753182042	20.5684117256831	19.8602596569932
P28740;Q8C0N1	P28740	5;1	5;1	5;1	Kinesin-like protein KIF2A	Kif2a	21.888942362098	21.7688376393189	20.4721965025524	19.868309574293	20.8461500605136	21.9713731365944	22.588222936531	22.1448779730306	20.995820844497	22.8808185891484	22.362081799263	21.5150462372832	20.9223093027888	21.8757017447441	19.7641008917204	20.0655502937466	19.728382120983	20.445355925315	21.4614750751098	18.9344228289162	22.0517488229131	20.6687538549778	21.8032096542797	21.237265535263	23.0455517420246	22.9677843679381	22.671647635365	22.6568817518533	22.9565593666418	21.775385259246	24.530244098389	23.902644576993	23.7628708625723	21.9880772355434	21.8453230083302	21.5497139794719
Q9CYN2	Q9CYN2	5	5	5	Signal peptidase complex subunit 2	Spcs2	19.3188810148976	19.9479727557296	20.327268235545	19.7613211937801	22.8949342160718	22.6179940505157	23.2060012499667	22.8617176232707	23.6687206038531	21.9139408870392	21.141342903826	20.6719206078627	17.652805568024	19.4240752629931	18.5802166255735	21.3793126017263	18.368443968735	21.9574122629011	21.8433733054465	19.8356384549352	16.7816904039115	21.0493516780777	22.6247509401334	21.8999069205524	22.9987711490481	23.5608997248483	23.4985064931621	21.4885622403662	21.2955001897849	20.8929782524687	20.7086272724424	17.6424537843837	18.7658419911837	23.0714940618688	22.6166758393014	22.7145902831765
Q60870	Q60870	2	2	2	Receptor expression-enhancing protein 5	Reep5	22.0543551655393	22.5845839625739	20.7192142607934	23.7916580246821	22.8898032973169	21.6712107276222	21.951449177575	22.0184735419165	21.7059268194559	23.5061064889987	22.9016741773219	21.5351024916589	20.0798440980907	21.4241650135435	22.4231156644041	19.7644500827178	19.8081251098966	20.1260210764967	24.2531038888055	22.2885598756658	22.9976175292465	23.9007765521979	21.1969041986839	22.5517429718359	21.591187820918	20.9494254919254	21.0698158029493	23.3935937886085	19.7345754585679	23.5226286311853	24.4980662441804	23.7591280502191	24.9062887760361	22.3607444223189	22.0499104851695	22.3612102856394
Q8BKS9	Q8BKS9	11	11	11	Pumilio domain-containing protein KIAA0020	Kiaa0020	23.05352482065	22.7192293429041	23.1644711843664	20.8681668767591	21.2810852081712	21.3901328586996	22.7553604403234	22.5942629600566	22.5922398606657	20.9414231957581	22.4774281504121	22.0618838530001	21.4873419570464	23.0145768647731	20.2158335459756	21.567330222439	21.2310347098515	20.8055548551948	22.9969080990828	21.9873513060921	21.7461373357065	21.0222487063034	21.7030561849939	20.9608750674248	22.7423780565053	21.9680449521085	22.7529862011241	19.1993348033633	21.39032592104	18.1019055154077	21.7766834043824	21.2379016921557	22.1506053699635	22.253028424488	20.8847277415021	21.4997943264996
Q9D1Q6	Q9D1Q6	5	5	5	Endoplasmic reticulum resident protein 44	Erp44	20.4264236599132	21.4151666417171	21.9739113135085	23.0706959825519	21.5244310163839	22.0250260870972	22.0742496086171	22.5869090769606	23.0400610510684	22.3670794618558	23.4638772613739	22.6685796928479	22.6710863978126	21.8947717077266	19.0834006930583	20.377389221606	18.3521562353681	20.5367339052169	22.7852253208768	21.0659537764616	20.7611320736095	22.9246242858359	21.3114259389815	21.2746031497625	22.5121917537959	22.3626763719546	21.3783223738601	24.0414023072096	22.9187140827645	23.7817448089588	22.9674824626344	22.7833182731117	23.713938781557	22.405661802062	22.4694132682605	22.429168906875
Q924C1	Q924C1	9	9	9	Exportin-5	Xpo5	21.3462369487447	21.1175866596172	23.0004579193431	21.4164355798963	21.6938526961564	21.2043751058711	22.4269172645655	22.990422787051	22.0912752142208	21.8130952963178	23.8448758391894	22.9059408523479	21.7225402340834	23.1118108941194	23.3337769308496	19.8802386011964	20.0570800039669	20.391966165068	20.3274287853365	22.7494714272702	20.5840840791594	20.7702491139315	21.7544853985092	19.6684736866193	22.8502992994603	22.4434988518021	21.1157574823709	19.3395416810082	21.9940042344728	21.6933926525111	23.2565289602699	23.3196345221709	23.3719429860444	22.4140895767328	22.2781355828719	22.4283989140799
Q78IK4	Q78IK4	5	5	5	Apolipoprotein O-like	Apool	22.7171376056833	22.2410321775249	22.4418024871092	21.5143634241361	21.9055398477903	21.6544614763715	22.2517939034405	22.1654153868686	19.8322862606287	23.2958294452354	23.0458214729705	22.9631226136854	23.205221144877	23.7637989406367	23.8902347099538	20.7911831738472	21.056829320931	20.4544258338714	21.4169489049741	19.8538802859933	21.8804050425232	22.2524369287974	21.5966419168513	20.394711559157	22.3095005623614	22.6748243978675	22.8026106337034	23.6374189926315	23.076201808552	22.6636943414826	24.6690332524102	23.8632422205704	24.022424174421	22.440679083228	21.2222621349329	21.2427237732555
Q8C3J5	Q8C3J5	7	7	7	Dedicator of cytokinesis protein 2	Dock2	23.3207061812447	23.1903349361673	23.1795910675974	20.7648513820428	20.6665512697169	21.2829385219186	21.6155988661111	21.7660218234914	19.2426315199986	20.3273110127608	20.1995116716239	21.1341891260616	21.0634977978026	22.2304297297945	21.9865302354126	18.6517134622523	17.7264360423505	18.9035915089088	22.4145291522174	23.0887286878116	22.0101312159271	20.3867822667512	20.50178927631	20.3619595801539	22.1422307121855	22.1454048484431	21.3734563455436	22.7631573168056	22.1324282780873	21.1818923142053	24.5980591716759	24.509876016387	23.9641929035507	21.8803605947494	21.8513483208668	22.101660394134
Q9CQR4	Q9CQR4	2	2	2	Acyl-coenzyme A thioesterase 13	Acot13	22.8962715948731	23.4375743046857	23.4464897974578	21.5032266363116	20.9609087694206	21.2331770732874	21.3317793139168	20.9142470366802	20.9442388734736	22.9720910145501	23.0094840753456	23.4693045933162	21.7732182956951	23.3692274172031	24.0011048456574	19.7591590140942	19.6397382953671	19.1239301123815	23.4302742064078	23.1173256002842	22.1567237133714	22.0156719897209	20.8588220583322	19.2631398103991	22.1077826581576	22.1796925678011	22.480196354488	22.0414933436468	19.8617702238056	22.7578321229126	24.1892732572596	23.0680604536032	24.5107732004872	22.0027159181514	22.1124176295124	21.4274698456789
